time,Compressor_mdot,Compressor_power_consumed,Compressor_h,Compressor_speed_rpm,Comp-Cond_p,Comp-Cond_t,Comp-Cond_h,Cond_mdot,Cond_qdot,Cond_h,Cond_t_secondary_in,Cond_t_secondary_out,Cond-Valve_p,Cond-Valve_t,Cond-Valve_h,MainValve_mdot,MainValve_h,Valve-Evap_p,Valve-Evap_t,Valve-Evap_h,Evap_mdot,Evap_qdot,Evap_h,Evap_t_secondary_in,Evap_t_secondary_out,Evap-Comp_p,Evap-Comp_t,Evap-Comp_h
0.09999999999999999,0.9236631282265444,6551.979855200478,268185.8839173899,4000,620113.6784542307,295.8051997870655,280389.5724313626,0.4813733888320861,2428.1861831260017,285638.05337683304,298.15,298.1363445451836,615432.0666857653,295.55539614098905,284440.1307507535,0.293766051556822,284409.48015452374,248445.379625739,268.70035413980906,257323.55371847717,0.5100527006499114,24994.318486608023,306081.3960402874,283.15,283.03262780887894,234707.4982326084,267.19806527041914,261934.09190766426
0.10999999999999999,0.9087380501787431,6586.662848526286,269182.23436987406,4000,621911.8466891318,295.90076855961627,280211.48619016004,0.48711778719176213,2331.144758118114,285175.15985890693,298.15,298.1352431726638,617160.1902538346,295.64777283099176,284465.74729214795,0.29527703847121,284440.1307507535,247873.6040718769,268.63912578271504,257570.229343465,0.5092384672814577,25081.478920872287,306576.4686735638,283.15,283.020788406789,234117.3920743633,267.13202697962214,262781.6298852595
0.11999999999999998,0.8943387892577795,6621.110466434996,270184.98814944696,4000,623708.2313795941,295.9960343038484,280057.9152004666,0.4927445820257932,2234.474613047553,284746.23846254643,298.15,298.13418914071246,618887.0601173248,295.73988745967665,284486.6568570573,0.2967981797567183,284465.74729214795,247310.39181200846,268.57870763441923,257818.04136017966,0.5078061289957666,25167.909592129417,307132.2731137938,283.15,283.0089196960862,233560.48140610926,267.0695853129399,263634.6575354329
0.12999999999999998,0.8804214945295032,6655.313661331671,271193.8933136192,4000,625503.1290532646,296.0910143754731,279927.41426461,0.49824359546888286,2138.1548368640892,284349.2996885139,298.15,298.1331822343478,620613.1594887592,295.83176710981473,284503.1756241575,0.2983278035709447,284486.6568570573,246758.5922139537,268.51941056669176,258066.98060436916,0.5059366236696868,25252.871107917188,307731.1528577259,283.15,282.99702240695046,233032.7699813382,267.01031109329597,264492.833522849
0.13999999999999999,0.8669509512736111,6689.26591667716,272208.6863134252,4000,627296.7888322371,296.18572347892945,279818.6654993592,0.5036076168815697,2042.167858874734,283982.4916510884,298.15,298.1322222472711,622338.881272691,295.9234338449383,284515.6093515308,0.299864593506899,284503.1756241575,246220.256806389,268.46146154250187,258317.01446731307,0.5037638876163166,25335.82072045273,308360.02729403053,283.15,282.9850975275839,232531.16557197293,266.95387291000634,265355.8317428583
0.15,0.8538984415271214,6722.962722002832,273229.08972653537,4000,629089.4217849136,296.2801741886653,279730.46294879355,0.5088316645980531,1946.4987683416552,283644.0932464301,298.15,298.1313089804562,624064.5475692818,296.0149057951053,284524.2536897824,0.3014074962672593,284515.6093515308,245696.8389730502,268.40502435546915,258568.09290094668,0.5013873990385155,25416.36297389354,309009.0801686713,283.15,282.9731462335252,232053.25809645586,266.90001326519086,266223.3340881686
0.16,0.8412401697838933,6756.401148702268,274254.8111756666,4000,630881.2080776779,296.37437734799624,279661.6996847715,0.5139124486688045,1851.134791790912,283332.50605280075,298.15,298.13044224124656,625790.4243854494,296.1061979756153,284529.3943912805,0.3029556541234459,284524.2536897824,245189.34264901577,268.35021509738135,258820.15295376192,0.4988811396608117,25494.213286598082,309670.87322239066,283.15,282.96116983512684,231597.15348525462,266.8485306442763,267095.0254354834
0.17,0.8289560941772653,6789.579507625949,275285.5430700326,4000,632672.3024485704,296.4683423747917,279611.3568769354,0.5188479703796111,1756.0648932503113,283046.2458206376,298.15,298.12962184243963,627516.7328161483,296.19732290922946,284531.3074571956,0.30450835506653606,284529.3943912805,244698.43381026151,268.2971137800051,259073.12222462837,0.49630010707037214,25569.170791054603,310339.7283614478,283.15,282.94916973675333,231161.34853762313,266.79926596294086,267970.5902355049
0.18000000000000002,0.8170290532014726,6822.497073550799,276320.962901957,4000,634462.8384087023,296.56207749663093,279578.4944439516,0.5236372198345048,1661.2794676479439,282783.9340061414,298.15,298.1288476016323,629243.6575935042,296.28829110204174,284530.2592502536,0.3060649957962451,284531.3074571956,244224.52444360152,268.24577311060153,259326.9215082814,0.4936851067710235,25641.097924309448,311011.28599063004,283.15,282.9371474073776,230744.6363064397,266.7520922875511,268849.710261947
0.19000000000000003,0.8054441103344732,6855.153864366237,277360.7339027053,4000,636252.9314814707,296.65558993268417,279562.24299033853,0.5282799457280443,1566.7701050013534,282544.2896017483,298.15,298.1281193405898,630971.3536573024,296.3791114094752,284526.5065917449,0.3076250541478688,284530.2592502536,243767.83595949333,268.1962251384949,259581.46683067453,0.4910663100641118,25709.90501935813,311682.1828903981,283.15,282.9251043567154,230346.03442248824,266.70690702555135,269732.06319683325
0.20000000000000004,0.7941880606433434,6887.550464962367,278404.50591699075,4000,638042.6817153756,296.74888603540467,279561.7968006493,0.5327764791490825,1472.529407905654,282326.12140001886,298.15,298.1274368848039,632699.9512296144,296.469791319313,284520.2968548835,0.30918806852379566,284526.5065917449,243328.44714304706,268.14848629748775,259836.67102038368,0.48846591185159716,25775.53863188582,312349.81362109864,283.15,282.9130421188258,229964.7307591564,266.6636259902603,270617.32181641913
0.21000000000000005,0.7832490584817798,6919.68788751839,279451.91639726836,4000,639832.1756490795,296.84197140192236,279576.4077125243,0.5371275983017118,1378.5508493992324,282128.3207583792,298.15,298.12680006311484,634429.559754147,296.5603371718337,284511.86806218117,0.31075362255728267,284520.2968548835,242906.33042352364,268.10256123368174,260092.44492541373,0.4859001239014473,25837.972687341564,313012.1517753179,283.15,282.9009622384802,229600.04225472469,266.62217889319635,271505.1536060453
0.22000000000000006,0.7726163360423166,6951.567461325935,280502.5914507263,4000,641621.4878636687,296.9348509625931,279605.3797273589,0.5413344244531746,1284.8286611924777,281949.8548888984,298.15,298.1262087072036,636160.2709715733,296.65075433212104,284501.44899144495,0.31232133370042,284511.86806218117,242501.37929534147,268.0584457110164,260348.6983580626,0.48338067308812727,25897.20175839729,313667.61497296725,283.15,282.8888662615043,229251.38373780763,266.5825059254735,272395.22067879327
0.23000000000000007,0.7622799902230143,6983.1907464586975,281556.14689491456,4000,643410.6822238436,297.0275290523102,279648.06424553116,0.5453983418366619,1191.3577446105137,281789.7606710166,298.15,298.1256626514711,637892.1613360185,296.7410473259286,284489.2592929241,0.3138908447611762,284501.44899144495,242113.42902852187,268.01612881552086,260605.3408307478,0.48091592863229315,25953.235963353778,314314.96235177934,283.15,282.87675572719763,228918.24436303598,266.54455517046034,273287.1799075143
0.24000000000000007,0.752230820915169,7014.559466612212,282612.1892950295,4000,645199.8128844427,297.1200094687819,279703.85583471967,0.5493209359861965,1098.1335991609171,281647.1389707452,298.15,298.1251617325375,639625.2939284911,296.8312199477219,284475.5096187363,0.31546181765773357,284489.2592929241,241742.27228938148,267.97559462619563,260862.28213090295,0.4785117502004455,26006.097095434357,314953.21647756436,283.15,282.86463216297557,228600.16983421938,266.50828065054503,274180.6832051499
0.25000000000000006,0.7424602080074378,7045.675457265242,283670.3169677106,4000,646988.9251196355,297.2122955209239,279772.1884565641,0.5531039462674889,1005.1522637555763,281521.14943846024,298.15,298.12470578910757,641359.7199856372,296.92127534743935,284460.4017647462,0.3170339288384417,284475.5096187363,241387.67090342686,267.9368234804784,261119.43277182148,0.47617212553046706,26055.815689364892,315581.60376347037,283.15,282.85249708032177,228296.74902397022,266.4736408569834,275075.37790701474
0.26000000000000006,0.7329600175344901,7076.540626026799,284730.12094447354,4000,648778.0560176349,297.30439006971665,279852.53208999,0.5567492293511712,912.4102681836916,281411.00575541693,298.15,298.12429466173734,643095.4801340566,297.011216100949,284444.12882447726,0.3186068659504422,284460.4017647462,241049.36469787915,267.89979293191885,261376.70434774144,0.47389964922471206,26102.428799725927,316199.5089913942,283.15,282.8403519712384,228007.60392734726,266.44059764706503,275970.907222295
